SHADE,DE/rand-to-best/1,DE/rand/2
1902.2066148474078,2947.3147410268157,2737.2640046249007
1902.2066148474078,2936.615946078614,2591.781937972344
1902.2066148474078,2709.7274039774393,2591.781937972344
1902.2066148474078,2542.191167762682,2591.781937972344
1902.2066148474078,2407.107253010947,2591.781937972344
1902.2066148474078,2228.0212040249244,2591.781937972344
1902.2066148474078,2228.0212040249244,2591.781937972344
1902.2066148474078,2228.0212040249244,2591.781937972344
1902.2066148474078,2228.0212040249244,2591.781937972344
1902.2066148474078,2228.0212040249244,2027.5032317544515
1902.2066148474078,2228.0212040249244,2027.5032317544515
1902.2066148474078,2228.0212040249244,2027.5032317544515
1902.2066148474078,2228.0212040249244,2027.5032317544515
1902.2066148474078,2228.0212040249244,2027.5032317544515
1902.2066148474078,2228.0212040249244,2027.5032317544515
1902.2066148474078,2228.0212040249244,2027.5032317544515
1818.196288255604,2228.0212040249244,2027.5032317544515
1818.196288255604,2228.0212040249244,2027.5032317544515
1818.196288255604,2228.0212040249244,2027.5032317544515
1818.196288255604,2228.0212040249244,2027.5032317544515
1818.196288255604,2228.0212040249244,2027.5032317544515
1818.196288255604,2197.644731339,2027.5032317544515
1818.196288255604,2197.644731339,2027.5032317544515
1818.196288255604,2197.644731339,2027.5032317544515
1818.196288255604,2197.644731339,2027.5032317544515
1818.196288255604,2197.644731339,2027.5032317544515
1818.196288255604,2197.644731339,2027.5032317544515
1818.196288255604,2197.644731339,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2027.5032317544515
1818.196288255604,1932.8251526354406,2014.5451461528519
1818.196288255604,1932.8251526354406,2014.5451461528519
1818.196288255604,1932.8251526354406,2014.5451461528519
1818.196288255604,1932.8251526354406,2014.5451461528519
1818.196288255604,1932.8251526354406,2014.5451461528519
1818.196288255604,1932.8251526354406,2014.5451461528519
1818.196288255604,1932.8251526354406,2014.5451461528519
1818.196288255604,1932.8251526354406,2014.5451461528519
1818.196288255604,1932.8251526354406,2014.5451461528519
1783.74293827357,1932.8251526354406,2014.5451461528519
1783.74293827357,1932.8251526354406,2014.5451461528519
1783.74293827357,1932.8251526354406,2014.5451461528519
1783.74293827357,1686.1098422107557,2014.5451461528519
1783.74293827357,1686.1098422107557,2014.5451461528519
1783.74293827357,1686.1098422107557,2014.5451461528519
1783.74293827357,1686.1098422107557,2014.5451461528519
1783.74293827357,1686.1098422107557,2014.5451461528519
1783.74293827357,1686.1098422107557,2014.5451461528519
1783.74293827357,1686.1098422107557,2014.5451461528519
1783.74293827357,1686.1098422107557,2014.5451461528519
1658.0041363202909,1686.1098422107557,2014.5451461528519
1658.0041363202909,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,2014.5451461528519
1595.3834688935995,1686.1098422107557,1894.0544062096928
1595.3834688935995,1686.1098422107557,1894.0544062096928
1595.3834688935995,1686.1098422107557,1894.0544062096928
1437.6891000429432,1686.1098422107557,1894.0544062096928
1437.6891000429432,1686.1098422107557,1894.0544062096928
1437.6891000429432,1686.1098422107557,1894.0544062096928
1437.6891000429432,1686.1098422107557,1894.0544062096928
1437.6891000429432,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1289.9691423473569,1686.1098422107557,1894.0544062096928
1261.4962896903262,1686.1098422107557,1894.0544062096928
1261.4962896903262,1686.1098422107557,1894.0544062096928
1261.4962896903262,1400.7799145665936,1894.0544062096928
1261.4962896903262,1400.7799145665936,1894.0544062096928
1261.4962896903262,1400.7799145665936,1894.0544062096928
1261.4962896903262,1400.7799145665936,1894.0544062096928
1261.4962896903262,1400.7799145665936,1894.0544062096928
1261.4962896903262,1400.7799145665936,1894.0544062096928
1261.4962896903262,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1894.0544062096928
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1129.1313449667377,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1084.0759721622594,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1043.729310173071,1400.7799145665936,1500.067538040093
1028.5699172988707,1400.7799145665936,1500.067538040093
1028.5699172988707,1400.7799145665936,1500.067538040093
1028.5699172988707,1400.7799145665936,1500.067538040093
1028.5699172988707,1400.7799145665936,1500.067538040093
1028.5699172988707,1400.7799145665936,1500.067538040093
1028.5699172988707,1400.7799145665936,1500.067538040093
957.7571764220634,1400.7799145665936,1500.067538040093
957.7571764220634,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
925.1962481678793,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
921.4625537268867,1400.7799145665936,1500.067538040093
918.8301986012302,1400.7799145665936,1500.067538040093
918.8301986012302,1400.7799145665936,1500.067538040093
918.8301986012302,1400.7799145665936,1500.067538040093
918.8301986012302,1400.7799145665936,1500.067538040093
806.3606998522114,1400.7799145665936,1500.067538040093
806.3606998522114,1400.7799145665936,1500.067538040093
806.3606998522114,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
744.565403221819,1400.7799145665936,1500.067538040093
