iter,action,GBest Fitness,Reward,explore_particles,exploit_particles
470,12,1127.278418502126,0.0,25,25
471,12,1127.278418502126,0.0,25,25
472,12,1127.278418502126,0.0,25,25
473,12,1127.278418502126,0.0,25,25
474,12,1127.278418502126,0.0,25,25
475,12,1127.278418502126,0.0,25,25
476,12,1127.278418502126,0.0,25,25
477,12,1127.278418502126,0.0,25,25
478,12,1127.278418502126,0.0,25,25
479,12,1127.278418502126,0.0,25,25
480,12,1127.278418502126,0.0,25,25
481,12,1127.278418502126,0.0,25,25
482,12,1127.278418502126,0.0,25,25
483,12,1127.278418502126,0.0,25,25
484,12,1127.278418502126,0.0,25,25
485,12,1127.278418502126,0.0,25,25
486,12,1127.278418502126,0.0,25,25
487,12,1127.278418502126,0.0,25,25
488,12,1127.278418502126,0.0,25,25
489,12,1127.278418502126,0.0,25,25
490,12,1127.278418502126,0.0,25,25
491,12,1127.278418502126,0.0,25,25
492,12,1127.278418502126,0.0,25,25
493,12,1127.278418502126,0.0,25,25
494,12,1127.278418502126,0.0,25,25
495,12,1127.278418502126,0.0,25,25
496,12,1127.278418502126,0.0,25,25
497,12,1127.278418502126,0.0,25,25
498,12,1127.278418502126,0.0,25,25
499,12,1127.278418502126,0.0,25,25
500,12,1127.278418502126,0.0,25,25
501,12,1127.278418502126,0.0,25,25
502,12,1127.278418502126,0.0,25,25
503,12,1127.278418502126,0.0,25,25
504,12,1127.278418502126,0.0,25,25
505,12,1127.278418502126,0.0,25,25
506,12,1127.278418502126,0.0,25,25
507,12,1127.278418502126,0.0,25,25
508,12,1127.278418502126,0.0,25,25
509,12,1127.278418502126,0.0,25,25
510,12,1127.278418502126,0.0,25,25
511,12,1127.278418502126,0.0,25,25
512,12,1127.278418502126,0.0,25,25
513,12,1127.278418502126,0.0,25,25
514,12,1127.278418502126,0.0,25,25
515,12,1127.278418502126,0.0,25,25
516,12,1127.278418502126,0.0,25,25
517,12,1127.278418502126,0.0,25,25
518,12,1127.278418502126,0.0,25,25
519,12,1127.278418502126,0.0,25,25
520,12,1127.278418502126,0.0,25,25
521,12,1127.278418502126,0.0,25,25
522,12,1127.278418502126,0.0,25,25
523,12,1127.278418502126,0.0,25,25
524,12,1127.278418502126,0.0,25,25
525,12,1127.278418502126,0.0,25,25
526,12,1127.278418502126,0.0,25,25
527,12,1127.278418502126,0.0,25,25
528,12,1127.278418502126,0.0,25,25
529,12,1127.278418502126,0.0,25,25
530,12,1127.278418502126,0.0,25,25
531,12,1127.278418502126,0.0,25,25
532,12,1127.278418502126,0.0,25,25
533,12,1127.278418502126,0.0,25,25
534,12,1127.278418502126,0.0,25,25
535,12,1127.278418502126,0.0,25,25
536,12,1127.278418502126,0.0,25,25
537,12,1127.278418502126,0.0,25,25
538,12,1127.278418502126,0.0,25,25
539,12,1127.278418502126,0.0,25,25
540,12,1127.278418502126,0.0,25,25
541,12,1127.278418502126,0.0,25,25
542,12,1127.278418502126,0.0,25,25
543,12,1127.278418502126,0.0,25,25
544,12,1127.278418502126,0.0,25,25
545,12,1127.278418502126,0.0,25,25
546,12,1127.278418502126,0.0,25,25
547,12,1127.278418502126,0.0,25,25
548,12,1127.278418502126,0.0,25,25
549,12,1127.278418502126,0.0,25,25
550,12,1127.278418502126,0.0,25,25
551,12,1127.278418502126,0.0,25,25
552,12,1127.278418502126,0.0,25,25
553,12,1127.278418502126,0.0,25,25
554,12,1127.278418502126,0.0,25,25
555,12,1127.278418502126,0.0,25,25
556,12,1127.278418502126,0.0,25,25
557,12,1127.278418502126,0.0,25,25
558,12,1127.278418502126,0.0,25,25
559,12,1127.278418502126,0.0,25,25
560,12,1127.278418502126,0.0,25,25
561,12,1127.278418502126,0.0,25,25
562,12,1127.278418502126,0.0,25,25
563,12,1127.278418502126,0.0,25,25
564,12,1127.278418502126,0.0,25,25
565,12,1127.278418502126,0.0,25,25
566,12,1127.278418502126,0.0,25,25
567,12,1127.278418502126,0.0,25,25
568,12,1127.278418502126,0.0,25,25
569,12,1127.278418502126,0.0,25,25
570,12,1127.278418502126,0.0,25,25
571,12,1127.278418502126,0.0,25,25
572,12,1127.278418502126,0.0,25,25
573,12,1127.278418502126,0.0,25,25
574,12,1127.278418502126,0.0,25,25
575,12,1127.278418502126,0.0,25,25
576,12,1127.278418502126,0.0,25,25
577,12,1127.278418502126,0.0,25,25
578,12,1127.278418502126,0.0,25,25
579,12,1127.278418502126,0.0,25,25
580,12,1127.278418502126,0.0,25,25
581,12,1127.278418502126,0.0,25,25
582,12,1127.278418502126,0.0,25,25
583,12,1127.278418502126,0.0,25,25
584,12,1127.278418502126,0.0,25,25
585,12,1127.278418502126,0.0,25,25
586,12,1127.278418502126,0.0,25,25
587,12,1127.278418502126,0.0,25,25
588,12,1127.278418502126,0.0,25,25
589,12,1127.278418502126,0.0,25,25
590,12,1127.278418502126,0.0,25,25
591,12,1127.278418502126,0.0,25,25
592,12,1127.278418502126,0.0,25,25
593,12,1127.278418502126,0.0,25,25
594,12,1127.278418502126,0.0,25,25
595,12,1127.278418502126,0.0,25,25
596,12,1127.278418502126,0.0,25,25
597,12,1127.278418502126,0.0,25,25
598,12,1127.278418502126,0.0,25,25
599,12,1127.278418502126,0.0,25,25
600,12,1127.278418502126,0.0,25,25
601,12,1127.278418502126,0.0,25,25
602,12,1127.278418502126,0.0,25,25
603,12,1127.278418502126,0.0,25,25
604,12,1127.278418502126,0.0,25,25
605,12,1127.278418502126,0.0,25,25
606,12,1127.278418502126,0.0,25,25
607,12,1127.278418502126,0.0,25,25
608,12,1127.278418502126,0.0,25,25
609,12,1127.278418502126,0.0,25,25
610,12,1127.278418502126,0.0,25,25
611,12,1127.278418502126,0.0,25,25
612,12,1127.278418502126,0.0,25,25
613,12,1127.278418502126,0.0,25,25
614,12,1127.278418502126,0.0,25,25
615,12,1127.278418502126,0.0,25,25
616,12,1127.278418502126,0.0,25,25
617,12,1127.278418502126,0.0,25,25
618,12,1127.278418502126,0.0,25,25
619,12,1127.278418502126,0.0,25,25
620,12,1127.278418502126,0.0,25,25
621,12,1127.278418502126,0.0,25,25
622,12,1127.278418502126,0.0,25,25
623,12,1127.278418502126,0.0,25,25
624,12,1127.278418502126,0.0,25,25
625,12,1127.278418502126,0.0,25,25
626,12,1127.278418502126,0.0,25,25
627,12,1127.278418502126,0.0,25,25
628,12,1127.278418502126,0.0,25,25
629,12,1127.278418502126,0.0,25,25
630,12,1127.278418502126,0.0,25,25
631,12,1127.278418502126,0.0,25,25
632,12,1127.278418502126,0.0,25,25
633,12,1127.278418502126,0.0,25,25
634,12,1127.278418502126,0.0,25,25
635,12,1127.278418502126,0.0,25,25
636,12,1127.278418502126,0.0,25,25
637,12,1127.278418502126,0.0,25,25
638,12,1127.278418502126,0.0,25,25
639,12,1127.278418502126,0.0,25,25
640,12,1127.278418502126,0.0,25,25
641,12,1127.278418502126,0.0,25,25
642,12,1127.278418502126,0.0,25,25
643,12,1127.278418502126,0.0,25,25
644,12,1127.278418502126,0.0,25,25
645,12,1127.278418502126,0.0,25,25
646,12,1127.278418502126,0.0,25,25
647,12,1127.278418502126,0.0,25,25
648,12,1127.278418502126,0.0,25,25
649,12,1127.278418502126,0.0,25,25
650,12,1127.278418502126,0.0,25,25
651,12,1127.278418502126,0.0,25,25
652,12,1127.278418502126,0.0,25,25
653,12,1127.278418502126,0.0,25,25
654,12,1127.278418502126,0.0,25,25
655,12,1127.278418502126,0.0,25,25
656,12,1127.278418502126,0.0,25,25
657,12,1127.278418502126,0.0,25,25
658,12,1127.278418502126,0.0,25,25
659,12,1127.278418502126,0.0,25,25
660,12,1127.278418502126,0.0,25,25
661,12,1127.278418502126,0.0,25,25
662,12,1127.278418502126,0.0,25,25
663,12,1127.278418502126,0.0,25,25
664,12,1127.278418502126,0.0,25,25
665,12,1127.278418502126,0.0,25,25
666,12,1127.278418502126,0.0,25,25
667,12,1127.278418502126,0.0,25,25
668,12,1127.278418502126,0.0,25,25
669,12,1127.278418502126,0.0,25,25
670,12,1127.278418502126,0.0,25,25
671,12,1127.278418502126,0.0,25,25
672,12,1127.278418502126,0.0,25,25
673,12,1127.278418502126,0.0,25,25
674,12,1127.278418502126,0.0,25,25
675,12,1127.278418502126,0.0,25,25
676,12,1127.278418502126,0.0,25,25
677,12,1127.278418502126,0.0,25,25
678,12,1127.278418502126,0.0,25,25
679,12,1127.278418502126,0.0,25,25
680,12,1127.278418502126,0.0,25,25
681,12,1127.278418502126,0.0,25,25
682,12,1127.278418502126,0.0,25,25
683,12,1127.278418502126,0.0,25,25
